Time,Cash
20:07:40,10.00698989059744
20:07:53,10.009166757828456
20:08:06,10.01277289224092
20:08:18,10.014412868328035
20:08:31,10.015618072119663
20:08:44,10.022517633684096
20:08:56,10.02372381285931
20:09:09,10.030574696691101
20:09:22,10.03886394564056
20:09:35,10.047040303909757
20:09:47,10.055691421842239
20:10:00,10.064360879716084
20:10:13,10.073037811914336
20:10:25,10.084417615769624
20:10:39,10.096761080612438
20:10:52,10.105717464402495
20:11:04,10.117867947161624
20:11:17,10.12405839078832
20:11:30,10.131646666663892
20:11:43,10.135281316412744
20:11:55,10.1426302039319
20:12:08,10.143419579080897
20:12:21,10.146197976664274
20:12:33,10.14700766658505
20:12:46,10.151886965869636
20:12:59,10.156495129273893
20:13:12,10.158275101051133
20:13:24,10.160232843543385
20:13:37,10.166823779058829
20:13:50,10.170711296979674
20:14:03,10.1772983111931
20:14:16,10.181026477455111
20:14:28,10.18068724088166
20:14:41,10.182466083087974
20:14:54,10.187141810805267
20:15:06,10.194399884950027
20:15:19,10.202380754620357
20:15:32,10.21036787225834
20:15:45,10.214534754947707
20:15:57,10.218333611916373
20:16:10,10.222019501968223
20:16:23,10.22762692544842
20:16:36,10.227880650530617
20:16:48,10.231149864511824
20:17:01,10.23870722774323
20:17:14,10.241616641110625
20:17:26,10.246884160510438
20:17:39,10.25181169761709
20:17:52,10.254547233967855
20:18:05,10.260231607123263
20:18:17,10.265401055846835
20:18:30,10.269562467109218
20:18:43,10.275589588947927
20:18:55,10.280832467421316
20:19:08,10.28798893004249
20:19:21,10.291626550814787
20:19:34,10.300173549308901
20:19:46,10.306957845330366
20:19:59,10.312763817980414
20:20:12,10.319757886019486
20:20:25,10.324367874944365
20:20:37,10.331017479843947
20:20:50,10.34139587663527
20:21:03,10.346966516433538
20:21:18,10.355270091758486
20:21:31,10.363156422029123
20:21:43,10.370812804578193
20:21:56,10.373646004644614
20:22:09,10.380665405460823
20:22:22,10.384850281219283
20:22:34,10.386867543824636
20:22:47,10.392678223665142
20:23:00,10.399385327352382
20:23:13,10.406040468607127
20:23:25,10.420036932816386
20:23:38,10.425460434465764
20:23:51,10.430116086251063
20:24:04,10.428779075706382
20:24:16,10.43138951474235
20:24:29,10.436434408526727
20:24:42,10.439986619398354
20:24:55,10.443766643601133
20:25:07,10.444149135594175
20:25:20,10.442470631472705
20:25:33,10.443203331082989
20:25:46,10.447595819563881
20:25:58,10.451389936337558
20:26:11,10.4525110085666
20:26:24,10.455825845576348
20:26:36,10.456647910452897
20:26:49,10.452535727182012
20:27:02,10.454901841187246
20:27:14,10.463595848554412
20:27:27,10.469728231403003
20:27:40,10.467197784697113
20:27:53,10.45938055834159
20:28:05,10.45699993318268
20:28:18,10.459748162062565
20:28:31,10.462462670850266
20:28:43,10.4658931081583
20:28:56,10.464580625370136
20:29:09,10.463926285919737
20:29:22,10.469569701956356
20:29:34,10.472782818109692
20:29:47,10.474636685070687
20:30:00,10.473220700547019
20:30:12,10.474351056467823
20:30:25,10.48016606763736
20:30:38,10.478520392481276
20:30:50,10.477704814247241
20:31:03,10.482988011893836
20:31:16,10.489092131717035
20:31:29,10.493390539368649
20:31:41,10.499739673640887
20:31:54,10.508122511109029
20:32:07,10.519461300819229
20:32:20,10.531485264060782
20:32:32,10.548374027767052
20:32:45,10.55712818933578
20:32:58,10.565307079869998
20:33:10,10.571706116124128
20:33:23,10.580748342660929
20:33:36,10.589924672310367
20:33:49,10.596491607014288
20:34:01,10.603062613950328
20:34:14,10.612389208457511
20:34:27,10.615750410802633
20:34:39,10.624414723258148
20:34:52,10.634552791470012
20:35:05,10.63593836064488
20:35:18,10.645106676509547
20:35:30,10.652727894410368
20:35:43,10.659792036485474
20:35:56,10.665175042286869
20:36:08,10.668369903610522
20:36:21,10.67285007040408
20:36:34,10.682263249544098
20:36:46,10.692157646857188
20:36:59,10.702061208810385
20:37:12,10.704834108197765
20:37:25,10.71238055603827
20:37:37,10.711007725175904
20:37:50,10.71541971407291
20:38:03,10.71572743130347
20:38:15,10.715628922966507
20:38:28,10.716123598114034
20:38:41,10.724627107305325
20:38:54,10.723965008210927
20:39:06,10.720955381444675
20:39:19,10.726147652125718
20:39:32,10.728497804476921
20:39:45,10.726477906301783
20:39:58,10.723234339035502
20:40:10,10.72334746810739
20:40:23,10.719233579280449
20:40:36,10.719889011017427
20:40:49,10.71783850285197
20:41:01,10.714704253101585
20:41:14,10.717073850467921
20:41:27,10.713966176074381
20:41:40,10.712634128907196
20:41:53,10.710858976482596
20:42:05,10.708395098234465
20:42:18,10.708565368985916
20:42:31,10.71423646633479
20:42:44,10.720400882636197
20:42:56,10.724135981906635
20:43:09,10.713274443009238
20:43:22,10.699982746584606
20:43:34,10.701898278570075
20:43:47,10.699976639854132
20:44:00,10.699040204748366
20:44:13,10.694408468015249
20:44:25,10.692564563912935
20:44:38,10.69266722450182
20:44:51,10.695042913692626
20:45:03,10.697162425231488
20:45:16,10.700381405963451
20:45:29,10.701150046906239
20:45:41,10.698070799084334
20:45:54,10.698529812909397
20:46:07,10.695789769984795
20:46:20,10.70219638283926
20:46:33,10.701711443801328
20:46:45,10.703621763606009
20:46:58,10.703592177862737
20:47:11,10.69990604607994
20:47:23,10.699041082244888
20:47:36,10.696587400864777
20:47:49,10.696615652712358
20:48:01,10.694104436020066
20:48:14,10.691723919213942
20:48:27,10.694549666456947
20:48:40,10.6943449163247
20:48:52,10.695211933942538
20:49:05,10.696440188942354
20:49:18,10.697668584996912
20:49:31,10.695760122933525
20:49:43,10.695182512875796
20:49:56,10.690908062459176
20:50:09,10.691782744014306
20:50:21,10.695584551495196
20:50:34,10.693673486367663
20:50:47,10.691532687421972
20:51:00,10.692873240877079
20:51:12,10.691710643150632
20:51:25,10.689324924917463
20:51:38,10.686360509348852
20:51:51,10.684701446706807
20:52:03,10.682229731149851
20:52:16,10.67893166363622
20:52:29,10.6765655817415
20:52:42,10.675850335731083
20:52:54,10.675705222203073
20:53:07,10.674806600470655
20:53:20,10.6766633445612
20:53:33,10.67581041411679
20:53:45,10.677910057515518
20:53:58,10.679847073780419
20:54:11,10.682174242148633
20:54:23,10.67959771495288
20:54:36,10.679073174852098
20:54:49,10.676698859520766
20:55:01,10.677746611964778
20:55:14,10.675851172907995
20:55:27,10.671152981996471
20:55:40,10.666130706464122
20:55:52,10.663988629096089
20:56:05,10.663840999668894
20:56:18,10.662038308832843
20:56:31,10.66203502701501
20:56:43,10.664105550267784
20:56:56,10.665955287544458
20:57:09,10.662915911717809
20:57:22,10.663686545921443
20:57:34,10.664084274864468
20:57:47,10.66602818276633
20:58:00,10.668870065695375
20:58:13,10.675363782676529
20:58:25,10.677611700824697
20:58:38,10.685758510774132
20:58:51,10.694461087958604
20:59:03,10.703684486717028
20:59:16,10.704469756898355
20:59:29,10.708641778682452
20:59:42,10.715469511803914
20:59:54,10.713655916780185
21:00:07,10.713879278121935
21:00:20,10.71413853319738
21:00:32,10.710187934502231
21:00:45,10.713070758698157
21:00:58,10.714052503115015
21:01:11,10.71320974486295
21:01:23,10.717903144887812
21:01:36,10.727318787972939
21:01:49,10.731291972464954
21:02:01,10.735421827715083
21:02:14,10.742188604618647
21:02:27,10.750166347512128
21:02:40,10.756090324021374
21:02:52,10.763155480573115
21:03:05,10.772194668494407
21:03:18,10.77359166685043
21:03:30,10.772346575853968
21:03:43,10.771382490981425
21:03:56,10.778455244728773
21:04:09,10.782895084142595
21:04:21,10.781858876421143
21:04:34,10.786882224846854
21:04:47,10.788851857744433
21:04:59,10.793761036936724
21:05:12,10.79523878353904
21:05:25,10.802574411623334
21:05:37,10.810940655451704
21:05:50,10.818782444698218
21:06:03,10.825732701539053
21:06:16,10.831937702818935
21:06:28,10.836869377780582
21:06:41,10.841472901694129
21:06:54,10.843906282587977
21:07:06,10.847044289364655
21:07:19,10.849060084218484
21:07:32,10.851135131992361
21:07:45,10.857290331564988
21:07:57,10.860314371128737
21:08:10,10.865398261293484
21:08:23,10.869620059483834
21:08:36,10.868472340044038
21:08:48,10.866517919634736
21:09:01,10.864563850678609
21:09:14,10.868646668108802
21:09:26,10.873962012989182
21:09:39,10.879151167792118
