Time,Cash
18:49:13,9.995939725529151
18:49:17,9.994277298580432
18:49:21,9.990110763880184
18:49:25,9.984364362565906
18:49:28,9.980441651109864
18:49:32,9.975933051707305
18:49:36,9.972200846313429
18:49:40,9.969643826681788
18:49:44,9.963680968776135
18:49:47,9.958681249921138
18:49:51,9.9546886339394
18:49:55,9.950450368927616
18:49:59,9.945723931888207
18:50:02,9.94132905164309
18:50:07,9.936991109270886
18:50:11,9.931951947688937
18:50:14,9.92977677091492
18:50:18,9.927506217870198
18:50:22,9.92386323308025
18:50:26,9.918097884195474
18:50:30,9.91586008146602
18:50:34,9.913781297610917
18:50:38,9.911819605890974
18:50:41,9.907638747360618
18:50:45,9.90371067078139
18:50:49,9.89978318025829
18:50:52,9.896280842716525
18:50:56,9.892399183159087
18:51:00,9.888169448428702
18:51:04,9.884820484512119
18:51:07,9.881747931313036
18:51:11,9.878485777613639
18:51:15,9.876515760781947
18:51:19,9.87345133854067
18:51:23,9.86963750891444
18:51:27,9.867231106126273
18:51:31,9.865162694320123
18:51:35,9.86208151729483
18:51:39,9.859149274087834
18:51:42,9.853978333368756
18:51:46,9.850825542577464
18:51:50,9.845997805471535
18:51:54,9.84067667558143
18:51:58,9.836720821962238
18:52:01,9.834725589832974
18:52:05,9.830698339089915
18:52:09,9.826912755579285
18:52:13,9.82288321713399
18:52:17,9.819824396277866
18:52:20,9.816575535778144
18:52:24,9.81124398990143
18:52:28,9.808572118096615
18:52:32,9.805377365441204
18:52:36,9.802225667629724
18:52:40,9.800638096271902
18:52:44,9.79870431714663
18:52:48,9.797138341242759
18:52:52,9.794031271000637
18:52:56,9.792455169094458
18:53:00,9.790963282006727
18:53:04,9.789379204807211
18:53:07,9.788047146220219
18:53:12,9.784523571514919
18:53:15,9.78300344434286
18:53:19,9.781483553338314
18:53:23,9.779963898464592
