Time,Coin,Cash
16:24:20,USDT,10
16:24:21,BUSD,9.984060011186642
16:24:23,BUSD,9.968145430697621
16:24:26,BUSD,9.952256218032096
16:24:28,BUSD,9.936392332753787
16:24:30,USDT,9.922886773763592
16:24:32,BUSD,9.907069703346592
16:24:35,USDT,9.89296493215397
19:57:18,10.005756496215374
19:57:22,10.010888093486479
19:57:26,10.012997200716299
19:57:29,10.01664058597044
