Time,Cash
21:18:57,9.99605178434343
21:19:01,9.991277123886393
21:19:05,9.986861009156872
21:19:10,9.983180129153373
21:19:14,9.975848852700475
21:19:18,9.973081671345497
21:19:23,9.97033617296596
21:19:27,9.969557974440338
21:19:31,9.969260981117479
21:19:35,9.96827369398422
21:19:39,9.967286504625097
21:19:43,9.96660265598869
21:19:47,9.961612738845513
21:19:52,9.954538065937141
21:19:56,9.948229706320554
21:20:00,9.944074744541687
21:20:04,9.93990016288485
21:20:08,9.93413250106974
21:20:12,9.931577238686941
21:20:17,9.930083153664798
21:20:21,9.925465814063074
21:20:25,9.915805783651594
21:20:29,9.909095515395453
21:20:33,9.901205322883412
21:20:37,9.89637447606311
21:20:42,9.88812141444982
21:20:46,9.881316162367128
21:20:50,9.87840212286955
21:20:54,9.874162872545742
21:20:58,9.871520326457691
21:21:03,9.869365027177924
21:21:07,9.869002559280359
21:21:11,9.8649945770522
21:21:15,9.861400522128008
21:21:20,9.854903030615693
21:21:24,9.846943169280596
21:21:28,9.84339608112873
21:21:32,9.836383994803494
21:21:37,9.830190962349194
21:21:41,9.825649072090101
21:21:45,9.82051236186179
21:21:50,9.815697621943649
21:21:54,9.807071084087076
21:21:58,9.802867629547457
21:22:02,9.800083167961215
21:22:07,9.797701296204938
21:22:11,9.792783757224745
21:22:15,9.789171523509843
21:22:19,9.785335481304577
21:22:24,9.781633762717318
21:22:28,9.777779782122328
21:22:32,9.774828450543094
21:22:36,9.772062314591313
21:22:40,9.769593774108486
21:22:45,9.765130095274062
21:22:49,9.760801420514527
21:22:53,9.757957737377444
21:22:57,9.755257779402044
21:23:02,9.754951021477664
21:23:06,9.748910722094427
21:23:10,9.746622021382027
21:23:14,9.743772391957622
21:23:19,9.743956958172047
21:23:23,9.74492827851025
21:23:27,9.746154345710288
21:23:31,9.743670999845191
21:23:35,9.73988204345659
21:23:39,9.732698669002437
21:23:44,9.725856646107061
21:23:48,9.717381015807206
21:23:52,9.712024466864344
21:23:56,9.70619273070182
21:24:01,9.701898371046326
21:24:05,9.69467193152623
21:24:09,9.690352235378487
21:24:13,9.684462533224117
21:24:17,9.67705659746847
21:24:22,9.66918054891508
21:24:26,9.663729262681441
21:24:30,9.659645523704288
21:24:34,9.652410132787379
21:24:38,9.645583975775358
21:24:42,9.63607966786137
21:24:47,9.628025419998163
21:24:51,9.619977904220086
21:24:55,9.611937114900172
21:25:00,9.6045665707194
21:25:04,9.597543196169068
